date,r_fighter,b_fighter,weight_class,,,,,,,,,,,,,,,
3/19/2011,Luiz Cane,Eliot Marshall,Light Heavyweight,,,,,,,,,,,,,,,
3/19/2011,Edson Barboza,Anthony Njokuani,Lightweight,,,,,,,,,,,,,,,
3/19/2011,Mike Pyle,Ricardo Almeida,Welterweight,,,,,,,,,,,,,,,
3/19/2011,Gleison Tibau,Kurt Pellegrino,Lightweight,,,,,,,,,,,,,,,
3/19/2011,Joseph Benavidez,Ian Loveland,Bantamweight,,,,,,,,,,,,,,,
3/19/2011,Nick Catone,Constantinos Philippou,Catch Weight,,,,,,,,,,,,,,,
3/19/2011,Erik Koch,Raphael Assuncao,Featherweight,,,,,,,,,,,,,,,
3/3/2011,Diego Sanchez,Martin Kampmann,Welterweight,,,,,,,,,,,,,,,
3/3/2011,Mark Munoz,CB Dollaway,Middleweight,,,,,,,,,,,,,,,
3/3/2011,Chris Weidman,Alessio Sakara,Middleweight,,,,,,,,,,,,,,,
3/3/2011,Brian Bowles,Damacio Page,Bantamweight,,,,,,,,,,,,,,,
3/3/2011,Cyrille Diabate,Steve Cantwell,Light Heavyweight,,,,,,,,,,,,,,,
3/3/2011,Danny Castillo,Joe Stevenson,Lightweight,,,,,,,,,,,,,,,
3/3/2011,Shane Roller,Thiago Tavares,Lightweight,,,,,,,,,,,,,,,
3/3/2011,Takeya Mizugaki,Reuben Duran,Bantamweight,,,,,,,,,,,,,,,
3/3/2011,Dongi Yang,Rob Kimmons,Middleweight,,,,,,,,,,,,,,,
3/3/2011,Rousimar Palhares,David Branch,Middleweight,,,,,,,,,,,,,,,
3/3/2011,Igor Pokrajac,Todd Brown,Light Heavyweight,,,,,,,,,,,,,,,
2/26/2011,Michael Bisping,Jorge Rivera,Middleweight,,,,,,,,,,,,,,,
2/26/2011,Dennis Siver,George Sotiropoulos,Lightweight,,,,,,,,,,,,,,,
2/26/2011,Brian Ebersole,Chris Lytle,Welterweight,,,,,,,,,,,,,,,
2/26/2011,Kyle Noke,Chris Camozzi,Middleweight,,,,,,,,,,,,,,,
2/26/2011,Ross Pearson,Spencer Fisher,Lightweight,,,,,,,,,,,,,,,
2/26/2011,Alexander Gustafsson,James Te Huna,Light Heavyweight,,,,,,,,,,,,,,,
2/26/2011,Nick Ring,Riki Fukuda,Middleweight,,,,,,,,,,,,,,,
2/26/2011,Anthony Perosh,Tom Blackledge,Light Heavyweight,,,,,,,,,,,,,,,
2/26/2011,Zhang Tiequan,Jason Reinhardt,Featherweight,,,,,,,,,,,,,,,
2/26/2011,Mark Hunt,Chris Tuchscherer,Heavyweight,,,,,,,,,,,,,,,
2/26/2011,Curt Warburton,Maciej Jewtuszko,Lightweight,,,,,,,,,,,,,,,
2/26/2011,BJ Penn,Jon Fitch,Welterweight,,,,,,,,,,,,,,,
2/5/2011,Anderson Silva,Vitor Belfort,Middleweight,,,,,,,,,,,,,,,
2/5/2011,Forrest Griffin,Rich Franklin,Light Heavyweight,,,,,,,,,,,,,,,
2/5/2011,Jon Jones,Ryan Bader,Light Heavyweight,,,,,,,,,,,,,,,
2/5/2011,Jake Ellenberger,Carlos Eduardo Rocha,Welterweight,,,,,,,,,,,,,,,
2/5/2011,Miguel Torres,Antonio Banuelos,Bantamweight,,,,,,,,,,,,,,,
2/5/2011,Donald Cerrone,Paul Kelly,Lightweight,,,,,,,,,,,,,,,
2/5/2011,Chad Mendes,Michihiro Omigawa,Featherweight,,,,,,,,,,,,,,,
2/5/2011,Demetrious Johnson,Norifumi Yamamoto,Bantamweight,,,,,,,,,,,,,,,
2/5/2011,Paul Taylor,Gabe Ruediger,Lightweight,,,,,,,,,,,,,,,
2/5/2011,Kyle Kingsbury,Ricardo Romero,Light Heavyweight,,,,,,,,,,,,,,,
2/5/2011,Mike Pierce,Kenny Robertson,Welterweight,,,,,,,,,,,,,,,
1/22/2011,Melvin Guillard,Evan Dunham,Lightweight,,,,,,,,,,,,,,,
1/22/2011,Matt Mitrione,Tim Hague,Heavyweight,,,,,,,,,,,,,,,
1/22/2011,Mark Hominick,George Roop,Featherweight,,,,,,,,,,,,,,,
1/22/2011,Pat Barry,Joey Beltran,Heavyweight,,,,,,,,,,,,,,,
1/22/2011,Matt Wiman,Cole Miller,Lightweight,,,,,,,,,,,,,,,
1/22/2011,Yves Edwards,Cody McKenzie,Lightweight,,,,,,,,,,,,,,,
1/22/2011,DaMarques Johnson,Mike Guymon,Welterweight,,,,,,,,,,,,,,,
1/22/2011,Rani Yahya,Mike Brown,Featherweight,,,,,,,,,,,,,,,
1/22/2011,Waylon Lowe,Willamy Freire,Lightweight,,,,,,,,,,,,,,,
1/22/2011,Charlie Brenneman,Amilcar Alves,Welterweight,,,,,,,,,,,,,,,
1/22/2011,Chris Cariaso,Will Campuzano,Bantamweight,,,,,,,,,,,,,,,
1/1/2011,Brian Stann,Chris Leben,Middleweight,,,,,,,,,,,,,,,
1/1/2011,Dong Hyun Kim,Nate Diaz,Welterweight,,,,,,,,,,,,,,,
1/1/2011,Clay Guida,Takanori Gomi,Lightweight,,,,,,,,,,,,,,,
1/1/2011,Jeremy Stephens,Marcus Davis,Lightweight,,,,,,,,,,,,,,,
1/1/2011,Dustin Poirier,Josh Grispi,Featherweight,,,,,,,,,,,,,,,
1/1/2011,Brad Tavares,Phil Baroni,Middleweight,,,,,,,,,,,,,,,
1/1/2011,Diego Nunes,Mike Brown,Featherweight,,,,,,,,,,,,,,,
1/1/2011,Daniel Roberts,Greg Soto,Welterweight,,,,,,,,,,,,,,,
1/1/2011,Jacob Volkmann,Antonio McKee,Lightweight,,,,,,,,,,,,,,,
1/1/2011,Frankie Edgar,Gray Maynard,Lightweight,,,,,,,,,,,,,,,
12/11/2010,Georges St-Pierre,Josh Koscheck,Welterweight,,,,,,,,,,,,,,,
12/11/2010,Stefan Struve,Sean McCorkle,Heavyweight,,,,,,,,,,,,,,,
12/11/2010,Jim Miller,Charles Oliveira,Lightweight,,,,,,,,,,,,,,,
12/11/2010,Mac Danzig,Joe Stevenson,Lightweight,,,,,,,,,,,,,,,
12/11/2010,Thiago Alves,John Howard,Welterweight,,,,,,,,,,,,,,,
12/11/2010,Dan Miller,Joe Doerksen,Middleweight,,,,,,,,,,,,,,,
12/11/2010,Mark Bocek,Dustin Hazelett,Lightweight,,,,,,,,,,,,,,,
12/11/2010,Sean Pierson,Matthew Riddle,Welterweight,,,,,,,,,,,,,,,
12/11/2010,Ricardo Almeida,TJ Grant,Welterweight,,,,,,,,,,,,,,,
12/11/2010,John Makdessi,Pat Audinwood,Lightweight,,,,,,,,,,,,,,,
12/11/2010,Jesse Bongfeldt,Rafael Natal,Middleweight,,,,,,,,,,,,,,,
12/4/2010,Jonathan Brookins,Michael Johnson,Lightweight,,,,,,,,,,,,,,,
12/4/2010,Stephan Bonnar,Igor Pokrajac,Light Heavyweight,,,,,,,,,,,,,,,
12/4/2010,Demian Maia,Kendall Grove,Middleweight,,,,,,,,,,,,,,,
12/4/2010,Rick Story,Johny Hendricks,Welterweight,,,,,,,,,,,,,,,
12/4/2010,Leonard Garcia,Nam Phan,Featherweight,,,,,,,,,,,,,,,
12/4/2010,Cody McKenzie,Aaron Wilkinson,Lightweight,,,,,,,,,,,,,,,
12/4/2010,Ian Loveland,Tyler Toner,Featherweight,,,,,,,,,,,,,,,
12/4/2010,Kyle Watson,Sako Chivitchian,Lightweight,,,,,,,,,,,,,,,
12/4/2010,Nick Pace,Will Campuzano,Bantamweight,,,,,,,,,,,,,,,
12/4/2010,Pablo Garza,Fredson Paixao,Featherweight,,,,,,,,,,,,,,,
12/4/2010,David Branch,Rich Attonito,Middleweight,,,,,,,,,,,,,,,
11/20/2010,Quinton Jackson,Lyoto Machida,Light Heavyweight,,,,,,,,,,,,,,,
11/20/2010,BJ Penn,Matt Hughes,Welterweight,,,,,,,,,,,,,,,
11/20/2010,Maiquel Falcao,Gerald Harris,Middleweight,,,,,,,,,,,,,,,
11/20/2010,Phil Davis,Tim Boetsch,Light Heavyweight,,,,,,,,,,,,,,,
11/20/2010,George Sotiropoulos,Joe Lauzon,Lightweight,,,,,,,,,,,,,,,
11/20/2010,Brian Foster,Matt Brown,Welterweight,,,,,,,,,,,,,,,
11/20/2010,Mark Munoz,Aaron Simpson,Middleweight,,,,,,,,,,,,,,,
11/20/2010,Dennis Hallman,Karo Parisyan,Welterweight,,,,,,,,,,,,,,,
11/20/2010,Edson Barboza,Mike Lullo,Lightweight,,,,,,,,,,,,,,,
11/20/2010,Paul Kelly,TJ O'Brien,Lightweight,,,,,,,,,,,,,,,
11/20/2010,Nik Lentz,Tyson Griffin,Lightweight,,,,,,,,,,,,,,,
11/13/2010,Yushin Okami,Nate Marquardt,Middleweight,,,,,,,,,,,,,,,
11/13/2010,Dennis Siver,Andre Winner,Lightweight,,,,,,,,,,,,,,,
11/13/2010,Amir Sadollah,Peter Sobotta,Welterweight,,,,,,,,,,,,,,,
11/13/2010,Krzysztof Soszynski,Goran Reljic,Light Heavyweight,,,,,,,,,,,,,,,
11/13/2010,Duane Ludwig,Nick Osipczak,Welterweight,,,,,,,,,,,,,,,
11/13/2010,Vladimir Matyushenko,Alexandre Ferreira,Light Heavyweight,,,,,,,,,,,,,,,
11/13/2010,Pascal Krauss,Mark Scanlon,Welterweight,,,,,,,,,,,,,,,
11/13/2010,Kyle Noke,Rob Kimmons,Middleweight,,,,,,,,,,,,,,,
11/13/2010,Karlos Vemola,Seth Petruzelli,Light Heavyweight,,,,,,,,,,,,,,,
11/13/2010,Carlos Eduardo Rocha,Kris McCray,Welterweight,,,,,,,,,,,,,,,
10/23/2010,Cain Velasquez,Brock Lesnar,Heavyweight,,,,,,,,,,,,,,,
10/23/2010,Jake Shields,Martin Kampmann,Welterweight,,,,,,,,,,,,,,,
10/23/2010,Diego Sanchez,Paulo Thiago,Welterweight,,,,,,,,,,,,,,,
10/23/2010,Matt Hamill,Tito Ortiz,Light Heavyweight,,,,,,,,,,,,,,,
10/23/2010,Brendan Schaub,Gabriel Gonzaga,Heavyweight,,,,,,,,,,,,,,,
10/23/2010,Court McGee,Ryan Jensen,Middleweight,,,,,,,,,,,,,,,
10/23/2010,Tom Lawlor,Patrick Cote,Middleweight,,,,,,,,,,,,,,,
10/23/2010,Daniel Roberts,Mike Guymon,Welterweight,,,,,,,,,,,,,,,
10/23/2010,Sam Stout,Paul Taylor,Lightweight,,,,,,,,,,,,,,,
10/23/2010,Chris Camozzi,Dongi Yang,Middleweight,,,,,,,,,,,,,,,
10/23/2010,Jon Madsen,Gilbert Yvel,Heavyweight,,,,,,,,,,,,,,,
10/16/2010,Michael Bisping,Yoshihiro Akiyama,Middleweight,,,,,,,,,,,,,,,
10/16/2010,Carlos Condit,Dan Hardy,Welterweight,,,,,,,,,,,,,,,
10/16/2010,Mike Pyle,John Hathaway,Welterweight,,,,,,,,,,,,,,,
10/16/2010,Claude Patrick,James Wilks,Welterweight,,,,,,,,,,,,,,,
10/16/2010,Alexander Gustafsson,Cyrille Diabate,Light Heavyweight,,,,,,,,,,,,,,,
10/16/2010,Rob Broughton,Vinicius Queiroz,Heavyweight,,,,,,,,,,,,,,,
10/16/2010,Paul Sass,Mark Holst,Lightweight,,,,,,,,,,,,,,,
10/16/2010,Spencer Fisher,Curt Warburton,Lightweight,,,,,,,,,,,,,,,
10/16/2010,Fabio Maldonado,James McSweeney,Light Heavyweight,,,,,,,,,,,,,,,
10/16/2010,Cheick Kongo,Travis Browne,Heavyweight,,,,,,,,,,,,,,,
9/25/2010,Frank Mir,Mirko Filipovic,Heavyweight,,,,,,,,,,,,,,,
9/25/2010,Ryan Bader,Rogerio Nogueira,Light Heavyweight,,,,,,,,,,,,,,,
9/25/2010,Chris Lytle,Matt Serra,Welterweight,,,,,,,,,,,,,,,
9/25/2010,Sean Sherk,Evan Dunham,Lightweight,,,,,,,,,,,,,,,
9/25/2010,Melvin Guillard,Jeremy Stephens,Lightweight,,,,,,,,,,,,,,,
9/25/2010,CB Dollaway,Joe Doerksen,Middleweight,,,,,,,,,,,,,,,
9/25/2010,Matt Mitrione,Joey Beltran,Heavyweight,,,,,,,,,,,,,,,
9/25/2010,Thiago Tavares,Pat Audinwood,Lightweight,,,,,,,,,,,,,,,
9/25/2010,Waylon Lowe,Steve Lopez,Lightweight,,,,,,,,,,,,,,,
9/25/2010,TJ Grant,Julio Paulino,Welterweight,,,,,,,,,,,,,,,
9/25/2010,Sean McCorkle,Mark Hunt,Heavyweight,,,,,,,,,,,,,,,
9/15/2010,Nate Marquardt,Rousimar Palhares,Middleweight,,,,,,,,,,,,,,,
9/15/2010,Charles Oliveira,Efrain Escudero,Lightweight,,,,,,,,,,,,,,,
9/15/2010,Jim Miller,Gleison Tibau,Lightweight,,,,,,,,,,,,,,,
9/15/2010,Cole Miller,Ross Pearson,Lightweight,,,,,,,,,,,,,,,
9/15/2010,Yves Edwards,John Gunderson,Lightweight,,,,,,,,,,,,,,,
9/15/2010,Kyle Kingsbury,Jared Hamman,Light Heavyweight,,,,,,,,,,,,,,,
9/15/2010,David Branch,Tomasz Drwal,Middleweight,,,,,,,,,,,,,,,
9/15/2010,Rich Attonito,Rafael Natal,Middleweight,,,,,,,,,,,,,,,
9/15/2010,TJ Waldburger,David Mitchell,Welterweight,,,,,,,,,,,,,,,
9/15/2010,Brian Foster,Forrest Petz,Welterweight,,,,,,,,,,,,,,,
8/28/2010,Frankie Edgar,BJ Penn,Lightweight,,,,,,,,,,,,,,,
8/28/2010,Randy Couture,James Toney,Heavyweight,,,,,,,,,,,,,,,
8/28/2010,Demian Maia,Mario Miranda,Middleweight,,,,,,,,,,,,,,,
8/28/2010,Gray Maynard,Kenny Florian,Lightweight,,,,,,,,,,,,,,,
8/28/2010,Nate Diaz,Marcus Davis,Welterweight,,,,,,,,,,,,,,,
8/28/2010,Joe Lauzon,Gabe Ruediger,Lightweight,,,,,,,,,,,,,,,
8/28/2010,Nik Lentz,Andre Winner,Lightweight,,,,,,,,,,,,,,,
8/28/2010,Dan Miller,John Salter,Middleweight,,,,,,,,,,,,,,,
8/28/2010,Greg Soto,Nick Osipczak,Welterweight,,,,,,,,,,,,,,,
8/28/2010,Mike Pierce,Amilcar Alves,Welterweight,,,,,,,,,,,,,,,
8/7/2010,Anderson Silva,Chael Sonnen,Middleweight,,,,,,,,,,,,,,,
8/7/2010,Jon Fitch,Thiago Alves,Welterweight,,,,,,,,,,,,,,,
8/7/2010,Clay Guida,Rafael Dos Anjos,Lightweight,,,,,,,,,,,,,,,
8/7/2010,Matt Hughes,Ricardo Almeida,Welterweight,,,,,,,,,,,,,,,
8/7/2010,Junior Dos Santos,Roy Nelson,Heavyweight,,,,,,,,,,,,,,,
8/7/2010,Rick Story,Dustin Hazelett,Welterweight,,,,,,,,,,,,,,,
8/7/2010,Phil Davis,Rodney Wallace,Light Heavyweight,,,,,,,,,,,,,,,
8/7/2010,Johny Hendricks,Charlie Brenneman,Welterweight,,,,,,,,,,,,,,,
8/7/2010,Tim Boetsch,Todd Brown,Light Heavyweight,,,,,,,,,,,,,,,
8/7/2010,Stefan Struve,Christian Morecraft,Heavyweight,,,,,,,,,,,,,,,
8/7/2010,Dennis Hallman,Ben Saunders,Welterweight,,,,,,,,,,,,,,,
8/1/2010,Jon Jones,Vladimir Matyushenko,Light Heavyweight,,,,,,,,,,,,,,,
8/1/2010,Yushin Okami,Mark Munoz,Middleweight,,,,,,,,,,,,,,,
8/1/2010,Jake Ellenberger,John Howard,Welterweight,,,,,,,,,,,,,,,
8/1/2010,Takanori Gomi,Tyson Griffin,Lightweight,,,,,,,,,,,,,,,
8/1/2010,Jacob Volkmann,Paul Kelly,Lightweight,,,,,,,,,,,,,,,
8/1/2010,Matthew Riddle,DaMarques Johnson,Welterweight,,,,,,,,,,,,,,,
8/1/2010,Igor Pokrajac,James Irvin,Light Heavyweight,,,,,,,,,,,,,,,
8/1/2010,Brian Stann,Mike Massenzio,Middleweight,,,,,,,,,,,,,,,
8/1/2010,Charles Oliveira,Darren Elkins,Lightweight,,,,,,,,,,,,,,,
8/1/2010,Rob Kimmons,Steve Steinbeiss,Middleweight,,,,,,,,,,,,,,,
7/3/2010,Brock Lesnar,Shane Carwin,Heavyweight,,,,,,,,,,,,,,,
7/3/2010,Chris Leben,Yoshihiro Akiyama,Middleweight,,,,,,,,,,,,,,,
7/3/2010,Chris Lytle,Matt Brown,Welterweight,,,,,,,,,,,,,,,
7/3/2010,Stephan Bonnar,Krzysztof Soszynski,Light Heavyweight,,,,,,,,,,,,,,,
7/3/2010,George Sotiropoulos,Kurt Pellegrino,Lightweight,,,,,,,,,,,,,,,
7/3/2010,Brendan Schaub,Chris Tuchscherer,Heavyweight,,,,,,,,,,,,,,,
7/3/2010,Ricardo Romero,Seth Petruzelli,Light Heavyweight,,,,,,,,,,,,,,,
7/3/2010,Kendall Grove,Goran Reljic,Middleweight,,,,,,,,,,,,,,,
7/3/2010,Gerald Harris,David Branch,Middleweight,,,,,,,,,,,,,,,
7/3/2010,Daniel Roberts,Forrest Petz,Welterweight,,,,,,,,,,,,,,,
7/3/2010,Jon Madsen,Karlos Vemola,Heavyweight,,,,,,,,,,,,,,,
6/19/2010,Court McGee,Kris McCray,Middleweight,,,,,,,,,,,,,,,
6/19/2010,Matt Hamill,Keith Jardine,Light Heavyweight,,,,,,,,,,,,,,,
6/19/2010,Chris Leben,Aaron Simpson,Middleweight,,,,,,,,,,,,,,,
6/19/2010,Dennis Siver,Spencer Fisher,Lightweight,,,,,,,,,,,,,,,
6/19/2010,Rich Attonito,Jamie Yager,Middleweight,,,,,,,,,,,,,,,
6/19/2010,John Gunderson,Mark Holst,Lightweight,,,,,,,,,,,,,,,
6/19/2010,Brad Tavares,Seth Baczynski,Middleweight,,,,,,,,,,,,,,,
6/19/2010,Kyle Noke,Josh Bryant,Middleweight,,,,,,,,,,,,,,,
6/19/2010,Chris Camozzi,James Hammortree,Middleweight,,,,,,,,,,,,,,,
6/19/2010,Travis Browne,James McSweeney,Heavyweight,,,,,,,,,,,,,,,
6/12/2010,Rich Franklin,Chuck Liddell,Light Heavyweight,,,,,,,,,,,,,,,
6/12/2010,Mirko Filipovic,Pat Barry,Heavyweight,,,,,,,,,,,,,,,
6/12/2010,Martin Kampmann,Paulo Thiago,Welterweight,,,,,,,,,,,,,,,
6/12/2010,Ben Rothwell,Gilbert Yvel,Heavyweight,,,,,,,,,,,,,,,
6/12/2010,Carlos Condit,Rory MacDonald,Welterweight,,,,,,,,,,,,,,,
6/12/2010,Evan Dunham,Tyson Griffin,Lightweight,,,,,,,,,,,,,,,
6/12/2010,Matt Wiman,Mac Danzig,Lightweight,,,,,,,,,,,,,,,
6/12/2010,Mario Miranda,David Loiseau,Middleweight,,,,,,,,,,,,,,,
6/12/2010,James Wilks,Peter Sobotta,Welterweight,,,,,,,,,,,,,,,
6/12/2010,Claude Patrick,Ricardo Funch,Welterweight,,,,,,,,,,,,,,,
6/12/2010,Mike Pyle,Jesse Lennox,Welterweight,,,,,,,,,,,,,,,
5/29/2010,Rashad Evans,Quinton Jackson,Light Heavyweight,,,,,,,,,,,,,,,
5/29/2010,Michael Bisping,Dan Miller,Middleweight,,,,,,,,,,,,,,,
5/29/2010,Mike Russow,Todd Duffee,Heavyweight,,,,,,,,,,,,,,,
5/29/2010,Rogerio Nogueira,Jason Brilz,Light Heavyweight,,,,,,,,,,,,,,,
5/29/2010,John Hathaway,Diego Sanchez,Welterweight,,,,,,,,,,,,,,,
5/29/2010,Dong Hyun Kim,Amir Sadollah,Welterweight,,,,,,,,,,,,,,,
5/29/2010,Efrain Escudero,Dan Lauzon,Lightweight,,,,,,,,,,,,,,,
5/29/2010,Melvin Guillard,Waylon Lowe,Lightweight,,,,,,,,,,,,,,,
5/29/2010,Cyrille Diabate,Luiz Cane,Light Heavyweight,,,,,,,,,,,,,,,
5/29/2010,Aaron Riley,Joe Brammer,Lightweight,,,,,,,,,,,,,,,
5/29/2010,Ryan Jensen,Jesse Forbes,Middleweight,,,,,,,,,,,,,,,
5/8/2010,Mauricio Rua,Lyoto Machida,Light Heavyweight,,,,,,,,,,,,,,,
5/8/2010,Josh Koscheck,Paul Daley,Welterweight,,,,,,,,,,,,,,,
5/8/2010,Jeremy Stephens,Sam Stout,Lightweight,,,,,,,,,,,,,,,
5/8/2010,Matt Mitrione,Kevin Ferguson,Heavyweight,,,,,,,,,,,,,,,
5/8/2010,Alan Belcher,Patrick Cote,Middleweight,,,,,,,,,,,,,,,
5/8/2010,Joe Doerksen,Tom Lawlor,Middleweight,,,,,,,,,,,,,,,
5/8/2010,Marcus Davis,Jonathan Goulet,Welterweight,,,,,,,,,,,,,,,
5/8/2010,Johny Hendricks,TJ Grant,Welterweight,,,,,,,,,,,,,,,
5/8/2010,Joey Beltran,Tim Hague,Heavyweight,,,,,,,,,,,,,,,
5/8/2010,Mike Guymon,Yoshiyuki Yoshida,Welterweight,,,,,,,,,,,,,,,
5/8/2010,John Salter,Jason MacDonald,Middleweight,,,,,,,,,,,,,,,
4/10/2010,Anderson Silva,Demian Maia,Middleweight,,,,,,,,,,,,,,,
4/10/2010,Frankie Edgar,BJ Penn,Lightweight,,,,,,,,,,,,,,,
4/10/2010,Matt Hughes,Renzo Gracie,Welterweight,,,,,,,,,,,,,,,
4/10/2010,Rafael Dos Anjos,Terry Etim,Lightweight,,,,,,,,,,,,,,,
4/10/2010,Mark Munoz,Kendall Grove,Middleweight,,,,,,,,,,,,,,,
4/10/2010,Phil Davis,Alexander Gustafsson,Light Heavyweight,,,,,,,,,,,,,,,
4/10/2010,Rick Story,Nick Osipczak,Welterweight,,,,,,,,,,,,,,,
4/10/2010,DaMarques Johnson,Brad Blackburn,Welterweight,,,,,,,,,,,,,,,
4/10/2010,Paul Kelly,Matt Veach,Lightweight,,,,,,,,,,,,,,,
4/10/2010,Jon Madsen,Mostapha Al-Turk,Heavyweight,,,,,,,,,,,,,,,
3/31/2010,Kenny Florian,Takanori Gomi,Lightweight,,,,,,,,,,,,,,,
3/31/2010,Roy Nelson,Stefan Struve,Heavyweight,,,,,,,,,,,,,,,
3/31/2010,Jorge Rivera,Nate Quarry,Middleweight,,,,,,,,,,,,,,,
3/31/2010,Ross Pearson,Dennis Siver,Lightweight,,,,,,,,,,,,,,,
3/31/2010,Andre Winner,Rafaello Oliveira,Lightweight,,,,,,,,,,,,,,,
3/31/2010,Jacob Volkmann,Ronys Torres,Lightweight,,,,,,,,,,,,,,,
3/31/2010,Nik Lentz,Rob Emerson,Lightweight,,,,,,,,,,,,,,,
3/31/2010,Gleison Tibau,Caol Uno,Lightweight,,,,,,,,,,,,,,,
3/31/2010,Yushin Okami,Lucio Linhares,Middleweight,,,,,,,,,,,,,,,
3/31/2010,Gerald Harris,Mario Miranda,Middleweight,,,,,,,,,,,,,,,
3/31/2010,Charlie Brenneman,Jason High,Welterweight,,,,,,,,,,,,,,,
3/27/2010,Georges St-Pierre,Dan Hardy,Welterweight,,,,,,,,,,,,,,,
3/27/2010,Shane Carwin,Frank Mir,Heavyweight,,,,,,,,,,,,,,,
3/27/2010,Kurt Pellegrino,Fabricio Camoes,Lightweight,,,,,,,,,,,,,,,
3/27/2010,Jon Fitch,Ben Saunders,Welterweight,,,,,,,,,,,,,,,
3/27/2010,Jim Miller,Mark Bocek,Lightweight,,,,,,,,,,,,,,,
3/27/2010,Nate Diaz,Rory Markham,Welterweight,,,,,,,,,,,,,,,
3/27/2010,Ricardo Almeida,Matt Brown,Welterweight,,,,,,,,,,,,,,,
3/27/2010,Rousimar Palhares,Tomasz Drwal,Middleweight,,,,,,,,,,,,,,,
3/27/2010,Jared Hamman,Rodney Wallace,Light Heavyweight,,,,,,,,,,,,,,,
3/27/2010,Matthew Riddle,Greg Soto,Welterweight,,,,,,,,,,,,,,,
3/21/2010,Jon Jones,Brandon Vera,Light Heavyweight,,,,,,,,,,,,,,,
3/21/2010,Junior Dos Santos,Gabriel Gonzaga,Heavyweight,,,,,,,,,,,,,,,
3/21/2010,Cheick Kongo,Paul Buentello,Heavyweight,,,,,,,,,,,,,,,
3/21/2010,Alessio Sakara,James Irvin,Middleweight,,,,,,,,,,,,,,,
3/21/2010,Clay Guida,Shannon Gugerty,Lightweight,,,,,,,,,,,,,,,
3/21/2010,Vladimir Matyushenko,Eliot Marshall,Light Heavyweight,,,,,,,,,,,,,,,
3/21/2010,Darren Elkins,Duane Ludwig,Lightweight,,,,,,,,,,,,,,,
3/21/2010,John Howard,Daniel Roberts,Welterweight,,,,,,,,,,,,,,,
3/21/2010,Brendan Schaub,Chase Gormley,Heavyweight,,,,,,,,,,,,,,,
3/21/2010,Mike Pierce,Julio Paulino,Welterweight,,,,,,,,,,,,,,,
3/21/2010,Jason Brilz,Eric Schafer,Light Heavyweight,,,,,,,,,,,,,,,
2/20/2010,Cain Velasquez,Antonio Rodrigo Nogueira,Heavyweight,,,,,,,,,,,,,,,
2/20/2010,Wanderlei Silva,Michael Bisping,Middleweight,,,,,,,,,,,,,,,
2/20/2010,George Sotiropoulos,Joe Stevenson,Lightweight,,,,,,,,,,,,,,,
2/20/2010,Ryan Bader,Keith Jardine,Light Heavyweight,,,,,,,,,,,,,,,
2/20/2010,Mirko Filipovic,Anthony Perosh,Heavyweight,,,,,,,,,,,,,,,
2/20/2010,Krzysztof Soszynski,Stephan Bonnar,Light Heavyweight,,,,,,,,,,,,,,,
2/20/2010,Chris Lytle,Brian Foster,Welterweight,,,,,,,,,,,,,,,
2/20/2010,CB Dollaway,Goran Reljic,Middleweight,,,,,,,,,,,,,,,
2/20/2010,James Te Huna,Igor Pokrajac,Light Heavyweight,,,,,,,,,,,,,,,
2/6/2010,Randy Couture,Mark Coleman,Light Heavyweight,,,,,,,,,,,,,,,
2/6/2010,Chael Sonnen,Nate Marquardt,Middleweight,,,,,,,,,,,,,,,
2/6/2010,Paulo Thiago,Mike Swick,Welterweight,,,,,,,,,,,,,,,
2/6/2010,Demian Maia,Dan Miller,Middleweight,,,,,,,,,,,,,,,
2/6/2010,Matt Serra,Frank Trigg,Welterweight,,,,,,,,,,,,,,,
2/6/2010,Mac Danzig,Justin Buchholz,Lightweight,,,,,,,,,,,,,,,
2/6/2010,Melvin Guillard,Ronys Torres,Lightweight,,,,,,,,,,,,,,,
2/6/2010,Rob Emerson,Phillipe Nover,Lightweight,,,,,,,,,,,,,,,
2/6/2010,Phil Davis,Brian Stann,Light Heavyweight,,,,,,,,,,,,,,,
2/6/2010,Chris Tuchscherer,Tim Hague,Heavyweight,,,,,,,,,,,,,,,
2/6/2010,Joey Beltran,Rolles Gracie,Heavyweight,,,,,,,,,,,,,,,
1/11/2010,Gray Maynard,Nate Diaz,Lightweight,,,,,,,,,,,,,,,
1/11/2010,Evan Dunham,Efrain Escudero,Lightweight,,,,,,,,,,,,,,,
1/11/2010,Aaron Simpson,Tom Lawlor,Middleweight,,,,,,,,,,,,,,,
1/11/2010,Amir Sadollah,Brad Blackburn,Welterweight,,,,,,,,,,,,,,,
1/11/2010,Chris Leben,Jay Silva,Middleweight,,,,,,,,,,,,,,,
1/11/2010,Rick Story,Jesse Lennox,Welterweight,,,,,,,,,,,,,,,
1/11/2010,Rory MacDonald,Mike Guymon,Welterweight,,,,,,,,,,,,,,,
1/11/2010,Rafael Dos Anjos,Kyle Bradley,Lightweight,,,,,,,,,,,,,,,
1/11/2010,Gerald Harris,John Salter,Middleweight,,,,,,,,,,,,,,,
1/11/2010,Nick Catone,Jesse Forbes,Middleweight,,,,,,,,,,,,,,,
1/11/2010,Thiago Tavares,Nik Lentz,Lightweight,,,,,,,,,,,,,,,
1/2/2010,Rashad Evans,Thiago Silva,Light Heavyweight,,,,,,,,,,,,,,,
