name,height,weight,reach,stance
Edilberto de Oliveira,182.88,77.11,,Orthodox
Anthony Torres,172.72,77.11,,Orthodox
Renato Sobral,185.42,92.99,190.5,Orthodox
Mike Nickels,193.04,92.99,,Orthodox
Jason Gilliam,182.88,77.11,,Orthodox
Jens Pulver,170.18,65.77,177.8,Southpaw
Floyd Sword,182.88,83.91,,Orthodox
Brandon Melendez,180.34,70.31,,Southpaw
Andy Wang,167.64,70.31,,Orthodox
Allen Berube,172.72,70.31,,Orthodox
Brian Geraghty,170.18,70.31,,Orthodox
Hector Ramirez,182.88,92.99,,Orthodox
Rory Singer,187.96,83.91,195.58,Orthodox
Scott Smith,182.88,83.91,177.8,Orthodox
Stevie Lynch,177.8,77.11,,Orthodox
Pete Spratt,175.26,77.11,,Orthodox
Chad Reiner,180.34,77.11,,Orthodox
Sean Salmon,177.8,83.91,,Southpaw
Elvis Sinosic,190.5,92.99,195.58,Orthodox
Assuerio Silva,177.8,109.32,,Orthodox
David Lee,177.8,70.31,,Orthodox
Victor Valimaki,182.88,92.99,,Orthodox
Brad Imes,200.66,120.2,,Orthodox
Josh Haynes,175.26,77.11,,Orthodox
Dokonjonosuke Mishima,170.18,70.31,,Southpaw
Drew Fickett,177.8,70.31,177.8,Orthodox
Rex Holman,190.5,92.99,,Southpaw
Sam Hoger,187.96,92.99,,Orthodox
Chris Price,187.96,83.91,,Southpaw
Ross Pointon,172.72,77.11,,Orthodox
Marcio Cruz,193.04,105.23,,Orthodox
Jeff Joslin,182.88,77.11,,Orthodox
Shonie Carter,177.8,77.11,,Southpaw
Dave Menne,177.8,77.11,,Orthodox
Logan Clark,187.96,83.91,,Orthodox
Steve Byrnes,182.88,77.11,,Orthodox
Jeff Monson,175.26,112.04,187.96,Orthodox
Sherman Pendergarst,185.42,106.59,,Orthodox
Josh Shockman,193.04,106.59,,Southpaw
Edwin DeWees,185.42,83.91,,Orthodox
Jeremy Jackson,177.8,77.11,,Orthodox
Gideon Ray,177.8,83.91,,Southpaw
Justin James,177.8,70.31,,Orthodox
Ken Shamrock,185.42,92.99,182.88,Orthodox
Crafton Wallace,182.88,83.91,,Orthodox
Mario Neto,182.88,103.87,,Orthodox
Danny Abbadi,180.34,70.31,,Orthodox
Rob MacDonald,190.5,92.99,198.12,Orthodox
Wes Combs,187.96,92.99,,Orthodox
Cory Walmsley,182.88,92.99,,Orthodox
Yuki Sasaki,187.96,83.91,,Orthodox
Jason Von Flue,182.88,77.11,,Orthodox
Kristof Midoux,185.42,99.79,,Orthodox
Sammy Morgan,177.8,77.11,,Orthodox
Dan Christison,203.2,120.2,,Orthodox
Joe Jordan,167.64,70.31,,Orthodox
Gilbert Aldana,185.42,113.4,,Orthodox
Branden Lee Hinkle,190.5,106.59,,Orthodox
Kristian Rothaermel,182.88,92.99,,Open Stance
Justin Levens,180.34,83.91,,Orthodox
Solomon Hutcherson,180.34,83.91,,Southpaw
Royce Gracie,185.42,79.38,,Southpaw
Fabiano Scherner,190.5,116.57,,Orthodox
Rick Davis,175.26,70.31,,Orthodox
Nick Thompson,185.42,77.11,187.96,Orthodox
David Terrell,185.42,83.91,,Southpaw
Derrick Noble,175.26,77.11,,Southpaw
Ansar Chalangov,175.26,77.11,,Orthodox
Trevor Prangley,185.42,83.91,190.5,Orthodox
Steve Vigneault,177.8,83.91,,Orthodox
Tom Murphy,187.96,102.97,,Southpaw
Icho Larenas,190.5,106.59,,Orthodox
Justin Eilers,185.42,106.59,,Orthodox
Mike van Arsdale,187.96,92.99,,Switch
Mike Whitehead,185.42,92.99,,Orthodox
Alex Karalexis,172.72,70.31,167.64,Orthodox
Kevin Jordan,190.5,111.13,,Orthodox
Jeff Newton,187.96,92.99,,Sideways
Kit Cope,182.88,77.11,,Orthodox
Kerry Schall,187.96,120.2,,Orthodox
Sean Gannon,190.5,120.2,,Southpaw
Keigo Kunihara,182.88,106.59,,Orthodox
Tra Telligman,187.96,105.69,,Orthodox
Brian Gassaway,185.42,77.11,,Orthodox
Matt Lindland,182.88,83.91,187.96,Southpaw
Bill Mahood,190.5,90.72,,Orthodox
Koji Oishi,172.72,77.11,,Orthodox
Travis Wiuff,190.5,92.99,,Orthodox
John Marsh,182.88,120.2,,Orthodox
Bobby Southworth,187.96,92.99,,Orthodox
Jason Thacker,177.8,83.91,,Orthodox
Chris Sanford,180.34,83.91,,Orthodox
Lodune Sincaid,175.26,83.91,,Orthodox
Alex Schoenauer,190.5,83.91,,Orthodox
Josh Rafferty,182.88,77.11,,Orthodox
Mike Kyle,193.04,92.99,195.58,Orthodox
Renato Verissimo,185.42,77.11,,Orthodox
Tony Fryklund,182.88,83.91,,Orthodox
Vernon White,182.88,92.99,,Southpaw
Ronald Jhun,180.34,77.11,,Orthodox
Kimo Leopoldo,190.5,106.59,,Orthodox
Curtis Stout,185.42,83.91,,Southpaw
Tiki Ghosn,177.8,77.11,,Orthodox
Wesley Correira,190.5,117.93,,Orthodox
Wes Sims,208.28,117.93,,Orthodox
Jonathan Wiezorek,190.5,113.4,,Southpaw
Wade Shipp,190.5,111.13,,Orthodox
Genki Sudo,175.26,70.31,,Orthodox
Carlos Newton,175.26,77.11,,Orthodox
Lee Murray,190.5,83.91,,Orthodox
Falaniko Vitale,177.8,83.91,,Orthodox
David Abbott,182.88,120.2,,Switch
Pedro Rizzo,185.42,109.32,,Orthodox
Ricco Rodriguez,193.04,120.2,,Orthodox
Keith Rockel,182.88,83.91,,Orthodox
Chris Liguori,175.26,83.91,,Orthodox
Nick Agallar,172.72,70.31,,Orthodox
Gan McGee,208.28,120.2,,Orthodox
Dave Strasser,177.8,77.11,,Orthodox
Gerald Strebendt,175.26,70.31,,Orthodox
Eddie Ruiz,170.18,70.31,,Orthodox
Romie Aram,177.8,77.11,,Orthodox
Sean Alvarez,182.88,106.59,,Orthodox
Richard Crunkilton,170.18,70.31,,Orthodox
Mark Weir,187.96,83.91,,Southpaw
Alexandre Dantas,187.96,107.95,,Orthodox
Gil Castillo,175.26,77.11,,Southpaw
Ian Freeman,180.34,102.06,,Orthodox
Phillip Miller,180.34,83.91,,Orthodox
Benji Radach,177.8,83.91,,Orthodox
Eugene Jackson,172.72,83.91,,Orthodox
Leigh Remedios,170.18,70.31,,Orthodox
James Zikic,187.96,92.99,,Orthodox
Chris Haseman,180.34,92.99,,Orthodox
Nick Serra,175.26,77.11,,Orthodox
Zach Light,172.72,77.11,,Orthodox
Steve Berger,180.34,77.11,,Orthodox
Rodrigo Ruas,177.8,83.91,,Orthodox
Joao Pierini,185.42,70.31,,Switch
Murilo Bustamante,187.96,83.01,,Orthodox
Tsuyoshi Kohsaka,180.34,102.06,,Orthodox
Paul Creighton,167.64,70.31,,Southpaw
Amar Suloev,175.26,83.01,,Orthodox
Andrei Semenov,182.88,83.91,,Orthodox
Hayato Sakurai,170.18,76.2,,Orthodox
Pat Miletich,177.8,77.11,,Orthodox
Pete Williams,190.5,106.59,,Orthodox
Kelly Dullanty,172.72,70.31,,Orthodox
Jutaro Nakao,175.26,77.11,,Southpaw
Kevin Randleman,177.8,92.99,,Orthodox
Chris Brennan,172.72,77.11,,Orthodox
Bobby Hoffman,187.96,111.13,,Orthodox
Homer Moore,177.8,92.99,,Orthodox
Roberto Traven,190.5,102.97,,Orthodox
Fabiano Iha,172.72,70.31,,Orthodox
Semmy Schilt,208.28,120.2,,Orthodox
Yuki Kondo,180.34,83.01,,Southpaw
Paul Rodriguez,170.18,70.31,,Orthodox
Joey Gilbert,180.34,70.31,,Orthodox
Phil Johns,157.48,77.11,,Southpaw
Kenichi Yamamoto,182.88,77.11,,Orthodox
Yoji Anjo,180.34,92.99,,Orthodox
Daiju Takase,182.88,77.11,,Southpaw
Lance Gibson,175.26,83.91,,Orthodox
Maurice Smith,187.96,100.24,,Orthodox
Aaron Brink,190.5,92.99,,Orthodox
John Lewis,182.88,70.31,,Southpaw
Mark Hughes,175.26,92.99,,Southpaw
Alex Stiebling,187.96,92.99,,Southpaw
Ben Earwood,172.72,77.11,,Orthodox
Dan Severn,187.96,113.4,,Southpaw
Laverne Clark,180.34,77.11,,Orthodox
Tedd Williams,185.42,124.74,,Orthodox
Tim Lajcik,185.42,102.06,,Orthodox
Tyrone Roberts,175.26,83.91,,Orthodox
David Dodd,187.96,90.72,,Orthodox
Amaury Bitetti,175.26,83.91,,Orthodox
Alex Andrade,180.34,90.72,,Orthodox
Marcelo Aguiar,177.8,77.11,,Orthodox
Joao Roque,167.64,70.31,,Orthodox
Nate Schroeder,185.42,104.33,,
Adrian Serrano,172.72,77.11,,
Sanae Kikuta,175.26,90.72,,Orthodox
Ron Waterman,187.96,127.01,,Orthodox
Satoshi Honma,185.42,92.99,,Orthodox
Ikuhisa Minowa,175.26,82.1,,Orthodox
Joe Slick,182.88,90.26,,Orthodox
Steve Judson,180.34,104.33,,Orthodox
Jermaine Andre,170.18,90.72,,Orthodox
Bob Cook,175.26,77.11,,Orthodox
David Velasquez,165.1,65.77,,Orthodox
Scott Adams,182.88,102.06,,Southpaw
Brad Gumm,180.34,77.11,,Orthodox
Katsuhisa Fujii,182.88,92.99,,Orthodox
Jason DeLucia,180.34,86.18,,Southpaw
Keiichiro Yamamiya,180.34,83.91,,Southpaw
Masutatsu Yano,175.26,89.81,,Orthodox
Frank Shamrock,177.8,83.91,,Orthodox
Jason Godsey,187.96,104.33,,Orthodox
Brad Kohler,175.26,99.79,,Orthodox
Paul Jones,175.26,90.26,,Orthodox
Valeri Ignatov,175.26,77.11,,Orthodox
Lowell Anderson,167.64,72.57,,Orthodox
Marco Ruas,185.42,95.25,,Orthodox
Andre Pederneiras,172.72,70.31,,Orthodox
Flavio Luiz Moura,180.34,83.01,,Open Stance
Royce Alger,177.8,90.26,,Orthodox
Andre Roberts,187.96,156.49,,Orthodox
Travis Fulton,182.88,108.86,,Orthodox
Bas Rutten,185.42,92.99,,Orthodox
Tony Petarra,180.34,88.9,,Orthodox
Marcelo Mello,170.18,77.11,,Southpaw
David Roberts,185.42,77.11,,Orthodox
Chris Condo,182.88,151.95,,Orthodox
Guy Mezger,185.42,90.72,,Orthodox
Gary Goodridge,190.5,112.94,,Orthodox
Sione Latu,182.88,97.52,,
Joey Roberts,187.96,90.72,,
Jorge Patino,172.72,77.11,,Orthodox
Jerry Bohlander,180.34,90.26,,Orthodox
Mikey Burnett,167.64,77.11,,Orthodox
Townsend Saunders,165.1,77.11,,Orthodox
Darrel Gholar,172.72,88,,Orthodox
Frank Caracci,180.34,77.11,,
John Lober,180.34,90.26,,Orthodox
Ebenezer Fontes Braga,182.88,90.26,,Orthodox
Tulio Palhares,185.42,81.65,,
Adriano Santos,185.42,81.65,,
Cesar Marscucci,185.42,81.65,,
Paulo Santos,185.42,81.65,,
Hugo Duarte,182.88,108.86,,Orthodox
Joe Pardo,185.42,95.25,,Southpaw
Bob Gilstrap,190.5,90.72,,Orthodox
Allan Goes,182.88,92.99,,Orthodox
Harry Moskowitz,195.58,124.74,,Orthodox
Noe Hernandez,187.96,92.99,,Orthodox
Igor Zinoviev,185.42,90.26,,Orthodox
Kevin Jackson,177.8,90.26,,Switch
Eugenio Tadeu,172.72,72.57,,Orthodox
Courtney Turner,187.96,77.11,,
Josh Stuart,175.26,72.57,,
Kazushi Sakuraba,182.88,83.91,,Southpaw
Marcus Silveira,190.5,109.77,,Orthodox
Joe Charles,185.42,117.93,,Southpaw
Mark Kerr,190.5,120.66,,Switch
Dwayne Cason,177.8,96.16,,Orthodox
Dave Beneteau,187.96,113.4,,Orthodox
Carlos Barreto,193.04,104.33,,Orthodox
Greg Stott,170.18,99.79,,Southpaw
Houston Dorr,185.42,95.25,,Orthodox
Alex Hunter,175.26,102.51,,Orthodox
Dan Bobish,187.96,156.49,,Southpaw
Brian Johnston,190.5,104.33,,Orthodox
Moti Horenstein,193.04,104.33,,Orthodox
Todd Butler,185.42,90.72,,Southpaw
Joe Moreira,180.34,88.45,,Southpaw
Yuri Vaulin,193.04,89.36,,Southpaw
Sam Fulton,175.26,102.51,,
Donnie Chappell,180.34,80.74,,Southpaw
Steven Graham,185.42,131.54,,Orthodox
Tony Halme,190.5,136.08,,Orthodox
Dmitri Stepanov,190.5,98.43,,Orthodox
Enson Inoue,177.8,95.25,,Orthodox
Christophe Leninger,182.88,90.72,,Southpaw
Jack Nilson,182.88,90.72,,
Saeed Hosseini,182.88,90.72,,
Wes Albritton,177.8,85.28,,Orthodox
Scott Ferrozzo,180.34,146.51,,Orthodox
Nick Sanzo,175.26,86.18,,
Jim Mullen,185.42,97.52,,Southpaw
Yoshiki Takahashi,180.34,90.26,,Southpaw
Wallid Ismail,170.18,92.99,,Orthodox
Rainy Martinez,182.88,90.26,,Orthodox
Justin Martin,182.88,83.91,,
Eric Martin,182.88,83.91,,
Jackie Lee,175.26,86.18,,
Don Frye,185.42,99.34,,Orthodox
Steve Nelmark,182.88,108.86,,Orthodox
Mark Hall,182.88,86.18,,Orthodox
Paul Varelans,203.2,136.08,,Orthodox
Cal Worsham,180.34,104.33,,Orthodox
Tai Bowden,180.34,104.33,,
Jack Nilson,180.34,104.33,,
Marcus Bossett,185.42,97.52,,Orthodox
Felix Lee Mitchell,182.88,86.18,,Orthodox
Fabio Gurgel,182.88,92.99,,Orthodox
Sam Adkins,190.5,102.06,,Orthodox
Reza Nasri,180.34,92.99,,Orthodox
Julian Sanchez,190.5,136.08,,Orthodox
Dave Berry,190.5,102.97,,
Sam Fulton,180.34,146.51,,
John Campetella,175.26,106.59,,Orthodox
Scott Fiedler,193.04,106.59,,Orthodox
Felix Lee Mitchell,190.5,102.06,,Orthodox
Geza Kalman,185.42,90.72,,
Dieusel Berto,175.26,90.72,,
Koji Kitao,200.66,158.76,,Southpaw
Mark Schultz,175.26,90.72,,Orthodox
Rafael Carino,203.2,111.13,,Orthodox
Matt Andersen,187.96,104.33,,Southpaw
Zane Frazier,195.58,113.4,,Orthodox
Paul Herrera,177.8,83.91,,Orthodox
Thomas Ramirez,185.42,185.97,,Sideways
Keith Mielke,172.72,83.91,,
Oleg Taktarov,182.88,95.25,,Orthodox
Keith Hackney,180.34,90.72,,Sideways
Steve Jennum,177.8,97.52,,Orthodox
Trent Jenkins,187.96,83.91,,
Scott Bessac,193.04,111.13,,
Remco Pardoel,190.5,117.93,,Southpaw
Larry Cureton,187.96,108.86,,Orthodox
Ryan Parker,190.5,106.59,,Southpaw
Harold Howard,187.96,108.86,,Orthodox
Gerry Harris,203.2,122.47,,Orthodox
David Hood,182.88,90.72,,
Onassis Parungao,180.34,90.72,,
Francesco Maturi,180.34,90.72,,
Joel Sutton,180.34,92.99,,Orthodox
Anthony Macias,175.26,83.91,,Switch
Patrick Smith,187.96,102.06,,Orthodox
Rudyard Moncayo,177.8,88.45,,Orthodox
John Matua,187.96,181.44,,Orthodox
He-Man Gipson,175.26,83.91,,
Jack McGlaughlin,180.34,92.99,,Orthodox
Todd Medina,177.8,87.54,,Southpaw
Ernie Verdicia,180.34,90.26,,Orthodox
Jon Hess,200.66,133.81,,
Andy Anderson,167.64,108.86,,
John Dowdy,185.42,90.72,,
Asbel Cancio,177.8,102.06,,
Melton Bowen,182.88,102.06,,Orthodox
Joe Son,162.56,107.05,,Orthodox
Ron van Clief,177.8,86.18,,Orthodox
Jason Fairn,185.42,104.33,,
Eldo Xavier Dias,180.34,81.65,,
Kevin Rosier,193.04,124.74,,Orthodox
Felix Lee Mitchell,185.42,92.99,,Orthodox
Roland Payne,175.26,92.99,,Orthodox
Emmanuel Yarborough,203.2,349.27,,Open Stance
Johnny Rhodes,182.88,95.25,,Orthodox
Orlando Wiet,177.8,77.11,,Southpaw
Fred Ettish,182.88,81.65,,Southpaw
Scott Morris,177.8,95.25,,Orthodox
Minoki Ichihara,170.18,80.74,,Orthodox
Scott Baker,182.88,95.25,,
Alberta Cerra Leon,172.72,107.95,,
Robert Lucarelli,187.96,111.13,,
Frank Hamaker,187.96,111.13,,
Thaddeus Luster,190.5,95.25,,
David Levicki,195.58,124.74,,
Ray Wizard,187.96,102.06,,
Sean Daugherty,182.88,79.38,,
