name,height,weight,reach,stance
Francesco Maturi,180.34,90.72,182.04,1
Joel Sutton,180.34,92.99,182.04,1
Anthony Macias,175.26,83.91,182.04,4
Patrick Smith,187.96,102.06,182.04,1
Rudyard Moncayo,177.8,88.45,182.04,1
John Matua,187.96,181.44,182.04,1
He-Man Gipson,175.26,83.91,182.04,1
Jack McGlaughlin,180.34,92.99,182.04,1
Todd Medina,177.8,87.54,182.04,3
Ernie Verdicia,180.34,90.26,182.04,1
Jon Hess,200.66,133.81,182.04,1
Andy Anderson,167.64,108.86,182.04,1
John Dowdy,185.42,90.72,182.04,1
Asbel Cancio,177.8,102.06,182.04,1
Melton Bowen,182.88,102.06,182.04,1
Joe Son,162.56,107.05,182.04,1
Ron van Clief,177.8,86.18,182.04,1
Jason Fairn,185.42,104.33,182.04,1
Eldo Xavier Dias,180.34,81.65,182.04,1
Kevin Rosier,193.04,124.74,182.04,1
Felix Lee Mitchell,185.42,92.99,182.04,1
Roland Payne,175.26,92.99,182.04,1
Emmanuel Yarborough,203.2,349.27,182.04,0
Johnny Rhodes,182.88,95.25,182.04,1
Orlando Wiet,177.8,77.11,182.04,3
Fred Ettish,182.88,81.65,182.04,3
Scott Morris,177.8,95.25,182.04,1
Minoki Ichihara,170.18,80.74,182.04,1
Scott Baker,182.88,95.25,182.04,1
Alberta Cerra Leon,172.72,107.95,182.04,1
Robert Lucarelli,187.96,111.13,182.04,1
Frank Hamaker,187.96,111.13,182.04,1
Thaddeus Luster,190.5,95.25,182.04,1
David Levicki,195.58,124.74,182.04,1
Ray Wizard,187.96,102.06,182.04,1
Sean Daugherty,182.88,79.38,182.04,1
